51,550537;5,8519981
50,9032322;5,8842728
50,8872398;5,96944
50,8844621;5,9765667
51,5101429;5,1544861
51,43213;4,37816
51,4716291;5,4717468
51,4419955;5,4396568
51,5934571;4,8241731
51,6032933;4,7815919
51,5489251;5,8251128
51,5386183;5,8072375
51,700445;4,6241414
51,6569382;4,5061902
51,4077424;5,3972223
51,2866768;3,9167773
51,2953469;3,7418153
51,466822;3,7448466
52,0768949;4,2918469
51,9149596;4,4797739
51,9786889;4,122165
51,9134761;4,3282343
51,7892164;4,4508534
51,8008726;4,7072394
51,8008726;4,7072394
52,29315;4,5146
52,0753945;4,3165685
52,0402829;4,3615046
52,1681141;4,5006141
52,1681141;4,5006141
51;4
52,39522;4,91806
52,3820279;4,6672834
52,8038311;5,0461472
52,29315;4,5146
52,3605568;4,8669446
52,3484126;4,9184552
52,3544369;4,8427309
52,4214777;4,8270294
52,235377;5,1841605
52,2685035;5,178403
52,2573085;5,2351501
52,447214;5,6182014
52,1391447;4,8461162
52,1039477;5,1290224
52,0671391;5,1200859
52,1710222;5,001329
52,0941247;6,6066684
51,9673749;5,663678
52,0941247;6,6066684
52,2132962;5,9670203
51,8327618;5,8351507
51,8383321;5,8553416
52,1586948;5,6606241
52,1586948;5,6606241
52,388293;6,4394712
52,388293;6,4394712
52,89709;5,57876
52,8141667;6,66
52,8816895;6,9597785
53,3329;6,2813
53,2051342;6,5989058
